,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9534,45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,jun,422,5,-1,0,unknown,no
9541,38,self-employed,divorced,secondary,no,0,no,no,unknown,6,jun,261,2,-1,0,unknown,no
9549,49,blue-collar,married,primary,no,0,yes,no,unknown,6,jun,286,2,-1,0,unknown,no
9589,55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108,2,-1,0,unknown,no
9600,40,housemaid,divorced,primary,no,1,no,no,unknown,6,jun,113,3,-1,0,unknown,no
9605,47,unknown,married,unknown,no,0,no,no,unknown,6,jun,466,2,-1,0,unknown,no
9619,37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
9620,36,blue-collar,married,primary,no,0,no,no,unknown,6,jun,149,1,-1,0,unknown,no
9629,52,housemaid,single,tertiary,no,0,no,no,unknown,6,jun,431,2,-1,0,unknown,no
9637,60,technician,married,secondary,no,0,yes,no,unknown,6,jun,280,3,-1,0,unknown,no
9640,57,unknown,married,secondary,no,2,no,no,unknown,6,jun,112,4,-1,0,unknown,no
9644,49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
9661,36,blue-collar,married,primary,no,0,yes,no,unknown,6,jun,246,4,-1,0,unknown,no
9675,52,housemaid,married,primary,no,0,no,no,unknown,6,jun,235,3,-1,0,unknown,no
9684,42,management,divorced,tertiary,no,0,no,no,unknown,6,jun,61,1,-1,0,unknown,no
9688,59,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,135,1,-1,0,unknown,no
9696,39,entrepreneur,married,secondary,yes,0,no,no,unknown,6,jun,119,4,-1,0,unknown,no
9709,38,technician,single,secondary,no,0,yes,no,unknown,6,jun,64,1,-1,0,unknown,no
9716,54,admin,divorced,primary,no,0,no,no,unknown,6,jun,127,1,-1,0,unknown,no
9741,59,housemaid,married,primary,no,0,no,no,unknown,9,jun,332,1,-1,0,unknown,no
9744,42,management,married,primary,no,0,no,no,unknown,9,jun,108,1,-1,0,unknown,no
9755,58,management,divorced,tertiary,no,5,yes,no,unknown,9,jun,412,1,-1,0,unknown,no
9767,37,admin,married,secondary,yes,0,no,no,unknown,9,jun,89,1,-1,0,unknown,no
9787,53,retired,single,primary,no,0,no,no,unknown,9,jun,114,1,-1,0,unknown,no
9798,57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
9801,38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no
9804,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown,no
9830,39,blue-collar,married,primary,no,0,no,no,unknown,9,jun,173,1,-1,0,unknown,no
9839,54,entrepreneur,married,secondary,no,0,no,no,unknown,9,jun,96,1,-1,0,unknown,no
9863,42,technician,married,secondary,no,0,no,no,unknown,9,jun,81,1,-1,0,unknown,no
9866,49,management,married,secondary,no,0,no,no,unknown,9,jun,156,2,-1,0,unknown,no
9896,57,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,no
9897,45,housemaid,married,tertiary,no,0,no,no,unknown,9,jun,100,1,-1,0,unknown,no
9905,51,blue-collar,married,primary,no,0,no,no,unknown,9,jun,166,2,-1,0,unknown,no
9911,57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,no
9915,40,technician,divorced,secondary,no,-1,no,no,unknown,9,jun,24,1,-1,0,unknown,no
9945,48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,no
9951,41,admin,married,secondary,no,0,yes,no,unknown,9,jun,65,3,-1,0,unknown,no
9955,52,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70,3,-1,0,unknown,no
9962,51,management,married,secondary,no,0,no,no,unknown,9,jun,224,3,-1,0,unknown,no
9966,35,blue-collar,married,secondary,no,4,no,no,unknown,9,jun,130,2,-1,0,unknown,no
9968,50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,199,4,-1,0,unknown,no
9977,40,unemployed,single,secondary,no,6,no,no,unknown,9,jun,134,3,-1,0,unknown,no
9983,41,technician,single,secondary,no,0,no,no,unknown,9,jun,229,2,-1,0,unknown,no
10009,39,blue-collar,single,primary,no,2,yes,no,unknown,9,jun,259,2,-1,0,unknown,no
10036,35,services,married,secondary,no,0,no,no,unknown,9,jun,115,4,-1,0,unknown,no
10040,59,admin,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no
10076,43,housemaid,divorced,primary,no,0,no,no,unknown,11,jun,643,1,-1,0,unknown,no
10082,50,management,married,tertiary,no,0,no,no,unknown,11,jun,916,1,-1,0,unknown,no
10089,44,blue-collar,married,primary,no,0,no,no,unknown,11,jun,112,2,-1,0,unknown,no
10113,42,self-employed,divorced,tertiary,no,0,no,no,unknown,11,jun,694,2,-1,0,unknown,no
10114,38,self-employed,single,secondary,yes,0,no,no,unknown,11,jun,68,3,-1,0,unknown,no
10121,58,management,married,unknown,no,0,no,no,unknown,11,jun,145,1,-1,0,unknown,no
10129,42,technician,married,unknown,no,0,no,no,unknown,11,jun,241,1,-1,0,unknown,no
10137,40,technician,married,secondary,no,0,no,no,unknown,11,jun,420,1,-1,0,unknown,no
10144,39,services,divorced,secondary,no,2,yes,yes,unknown,11,jun,62,1,-1,0,unknown,no
10148,40,admin,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,no
10162,40,unemployed,divorced,secondary,no,0,no,no,unknown,11,jun,473,1,-1,0,unknown,no
10165,36,management,single,tertiary,no,0,no,no,unknown,11,jun,33,1,-1,0,unknown,no
10168,58,unknown,married,unknown,no,0,no,no,unknown,11,jun,464,2,-1,0,unknown,no
10176,50,blue-collar,married,unknown,no,0,no,no,unknown,11,jun,249,1,-1,0,unknown,no
10181,45,technician,divorced,secondary,no,0,yes,yes,unknown,11,jun,127,1,-1,0,unknown,no
10184,56,blue-collar,married,secondary,no,0,no,no,unknown,11,jun,142,2,-1,0,unknown,no
10208,55,housemaid,married,primary,no,0,no,no,unknown,11,jun,306,3,-1,0,unknown,no
10212,56,retired,married,primary,no,0,no,no,unknown,11,jun,188,2,-1,0,unknown,no
10230,56,housemaid,single,primary,no,1,no,no,unknown,11,jun,83,2,-1,0,unknown,no
10234,39,self-employed,married,tertiary,no,0,no,no,unknown,11,jun,904,4,-1,0,unknown,no
10247,36,admin,divorced,secondary,no,0,no,no,unknown,11,jun,203,3,-1,0,unknown,no
10258,36,admin,married,secondary,no,0,no,no,unknown,11,jun,378,4,-1,0,unknown,no
10264,47,management,single,tertiary,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,no
10270,47,management,married,unknown,no,0,no,no,unknown,12,jun,77,3,-1,0,unknown,no
10285,55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,-1,0,unknown,yes
10287,38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
10293,37,services,married,primary,no,0,yes,yes,unknown,12,jun,137,1,-1,0,unknown,no
10297,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,49,2,-1,0,unknown,no
10300,46,management,married,secondary,no,0,no,no,unknown,12,jun,155,1,-1,0,unknown,no
10312,35,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,200,1,-1,0,unknown,no
10313,36,unemployed,married,primary,no,0,no,no,unknown,12,jun,107,1,-1,0,unknown,no
10322,43,services,married,secondary,no,0,no,no,unknown,12,jun,105,1,-1,0,unknown,no
10362,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,133,1,-1,0,unknown,no
10371,43,blue-collar,married,primary,no,0,no,no,unknown,12,jun,30,1,-1,0,unknown,no
10373,58,management,married,primary,no,0,no,no,unknown,12,jun,77,6,-1,0,unknown,no
10379,44,management,married,tertiary,no,0,no,no,unknown,12,jun,72,1,-1,0,unknown,no
10393,45,management,married,primary,no,0,no,yes,unknown,12,jun,54,1,-1,0,unknown,no
10411,53,unemployed,married,secondary,no,0,yes,no,unknown,12,jun,313,1,-1,0,unknown,no
10414,35,admin,married,secondary,no,0,no,no,unknown,12,jun,88,2,-1,0,unknown,no
10440,40,services,married,secondary,no,0,no,no,unknown,12,jun,543,2,-1,0,unknown,no
10464,33,blue-collar,divorced,secondary,no,1,no,no,unknown,16,jun,66,5,-1,0,unknown,no
10467,31,blue-collar,married,primary,no,0,no,no,unknown,16,jun,10,5,-1,0,unknown,no
10474,37,blue-collar,married,primary,no,1,yes,no,unknown,16,jun,103,2,-1,0,unknown,no
10526,58,retired,married,primary,no,0,yes,no,unknown,16,jun,204,4,-1,0,unknown,no
10534,50,management,married,primary,no,0,no,no,unknown,16,jun,264,4,-1,0,unknown,no
10536,48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no
10562,54,blue-collar,married,primary,no,0,no,no,unknown,16,jun,101,6,-1,0,unknown,no
10573,55,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,73,3,-1,0,unknown,no
10590,39,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,289,1,-1,0,unknown,no
10605,57,management,divorced,unknown,no,0,no,no,unknown,16,jun,235,2,-1,0,unknown,no
10619,59,retired,married,primary,no,0,no,no,unknown,16,jun,39,1,-1,0,unknown,no
10632,55,technician,married,unknown,no,0,no,no,unknown,16,jun,153,1,-1,0,unknown,no
10638,39,self-employed,single,tertiary,no,0,no,no,unknown,16,jun,13,1,-1,0,unknown,no
10643,58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,no
10645,50,blue-collar,married,unknown,no,0,no,no,unknown,16,jun,599,3,-1,0,unknown,no
10657,43,management,married,tertiary,no,0,no,no,unknown,16,jun,46,1,-1,0,unknown,no
10659,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
10663,44,technician,married,secondary,no,0,no,no,unknown,16,jun,78,1,-1,0,unknown,no
10693,55,management,married,tertiary,no,0,no,no,unknown,16,jun,607,2,-1,0,unknown,no
10707,35,services,married,unknown,no,2,no,no,unknown,16,jun,221,1,-1,0,unknown,no
10712,41,management,divorced,secondary,no,0,no,no,unknown,16,jun,126,3,-1,0,unknown,no
10721,37,management,married,tertiary,no,0,no,no,unknown,16,jun,637,6,-1,0,unknown,yes
10728,33,self-employed,married,tertiary,no,6,no,no,unknown,16,jun,141,6,-1,0,unknown,no
10732,41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown,no
10744,57,management,divorced,unknown,no,0,no,no,unknown,16,jun,335,3,-1,0,unknown,no
10747,36,technician,single,tertiary,no,0,no,no,unknown,17,jun,153,4,-1,0,unknown,no
10754,36,management,married,tertiary,no,0,no,no,unknown,17,jun,222,3,-1,0,unknown,no
10772,50,management,married,tertiary,no,0,no,no,unknown,17,jun,117,3,-1,0,unknown,no
10775,48,blue-collar,married,primary,no,0,no,no,unknown,17,jun,104,2,-1,0,unknown,no
10781,59,retired,married,primary,no,0,no,no,unknown,17,jun,192,1,-1,0,unknown,no
10783,50,retired,married,secondary,no,0,yes,yes,unknown,17,jun,328,3,-1,0,unknown,no
10792,60,management,married,primary,no,0,no,no,unknown,17,jun,442,1,-1,0,unknown,no
10819,37,services,single,secondary,no,3,no,no,unknown,17,jun,527,1,-1,0,unknown,no
10831,59,housemaid,divorced,secondary,no,0,no,no,unknown,17,jun,98,1,-1,0,unknown,no
10846,55,blue-collar,married,primary,no,0,no,no,unknown,17,jun,285,1,-1,0,unknown,no
10860,56,retired,divorced,secondary,no,4,no,no,unknown,17,jun,135,1,-1,0,unknown,no
10865,56,blue-collar,married,primary,no,0,no,no,unknown,17,jun,82,2,-1,0,unknown,no
10871,40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,-1,0,unknown,yes
10878,40,admin,married,primary,no,0,yes,no,unknown,17,jun,77,1,-1,0,unknown,no
10886,58,retired,divorced,secondary,no,0,no,no,unknown,17,jun,436,5,-1,0,unknown,no
10889,46,unknown,single,secondary,no,0,no,no,unknown,17,jun,156,4,-1,0,unknown,no
10904,45,housemaid,married,primary,no,3,yes,yes,unknown,17,jun,128,1,-1,0,unknown,no
10920,45,housemaid,married,primary,yes,0,no,yes,unknown,17,jun,161,1,-1,0,unknown,no
10921,46,services,married,secondary,no,0,no,no,unknown,17,jun,77,5,-1,0,unknown,no
10949,59,management,divorced,tertiary,no,0,no,no,unknown,17,jun,437,2,-1,0,unknown,no
10951,59,retired,married,secondary,no,3,no,no,unknown,17,jun,1199,2,-1,0,unknown,no
11001,55,admin,divorced,secondary,no,0,no,no,unknown,17,jun,76,2,-1,0,unknown,no
11021,57,housemaid,married,primary,no,0,no,no,unknown,17,jun,187,2,-1,0,unknown,no
11035,59,entrepreneur,divorced,unknown,no,0,no,no,unknown,17,jun,956,2,-1,0,unknown,no
11055,36,blue-collar,married,secondary,yes,0,no,yes,unknown,17,jun,138,5,-1,0,unknown,no
11082,44,blue-collar,married,primary,no,0,no,no,unknown,18,jun,192,5,-1,0,unknown,no
11089,46,blue-collar,married,primary,no,-1,no,no,unknown,18,jun,35,3,-1,0,unknown,no
11110,42,services,married,secondary,no,0,no,no,unknown,18,jun,118,6,-1,0,unknown,no
11116,60,retired,married,primary,no,0,no,no,unknown,18,jun,104,1,-1,0,unknown,no
11135,42,admin,divorced,secondary,no,0,yes,yes,unknown,18,jun,185,4,-1,0,unknown,no
11145,48,management,single,tertiary,no,0,no,no,unknown,18,jun,96,3,-1,0,unknown,no
11147,24,blue-collar,married,secondary,no,0,yes,no,unknown,18,jun,154,4,-1,0,unknown,no
11159,50,housemaid,married,secondary,no,0,no,no,unknown,18,jun,551,1,-1,0,unknown,no
11164,58,housemaid,married,primary,no,0,no,no,unknown,18,jun,37,1,-1,0,unknown,no
11174,37,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no
11175,45,unknown,single,secondary,no,0,no,no,unknown,18,jun,1487,1,-1,0,unknown,no
11182,37,technician,married,secondary,yes,0,no,no,unknown,18,jun,236,1,-1,0,unknown,no
11185,48,management,married,tertiary,yes,0,no,yes,unknown,18,jun,103,1,-1,0,unknown,no
11186,37,management,divorced,secondary,no,0,yes,no,unknown,18,jun,187,1,-1,0,unknown,no
11195,60,housemaid,married,primary,no,0,no,no,unknown,18,jun,138,1,-1,0,unknown,no
11196,59,retired,married,primary,no,0,no,no,unknown,18,jun,1009,1,-1,0,unknown,no
11204,60,retired,married,primary,no,3,no,no,unknown,18,jun,227,1,-1,0,unknown,no
11210,48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown,no
11215,58,housemaid,divorced,primary,no,0,no,no,unknown,18,jun,290,2,-1,0,unknown,no
11231,48,self-employed,single,unknown,no,0,no,no,unknown,18,jun,453,1,-1,0,unknown,no
11237,55,management,married,secondary,no,0,no,no,unknown,18,jun,324,2,-1,0,unknown,no
11244,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,no
11252,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown,yes
11288,42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,-1,0,unknown,no
11305,37,services,divorced,primary,no,0,yes,no,unknown,18,jun,77,2,-1,0,unknown,no
11306,60,entrepreneur,married,primary,no,0,no,no,unknown,18,jun,201,1,-1,0,unknown,no
11319,44,management,divorced,tertiary,no,0,no,no,unknown,18,jun,491,3,-1,0,unknown,no
11345,39,blue-collar,single,primary,no,0,no,no,unknown,18,jun,375,2,-1,0,unknown,no
11346,52,admin,married,secondary,no,0,no,no,unknown,18,jun,161,1,-1,0,unknown,no
11349,59,blue-collar,married,secondary,no,0,no,no,unknown,18,jun,368,1,-1,0,unknown,no
11371,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown,no
11375,52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,no
11380,50,entrepreneur,single,tertiary,no,0,yes,no,unknown,19,jun,638,1,-1,0,unknown,no
11385,41,admin,married,secondary,no,2,yes,no,unknown,19,jun,64,1,-1,0,unknown,no
11391,58,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,573,1,-1,0,unknown,no
11398,41,management,divorced,tertiary,no,1,yes,no,unknown,19,jun,244,1,-1,0,unknown,no
11404,58,entrepreneur,married,secondary,no,3,no,no,unknown,19,jun,188,5,-1,0,unknown,no
11406,40,self-employed,married,secondary,no,0,no,no,unknown,19,jun,61,1,-1,0,unknown,no
11410,43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,no
11418,54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
11446,37,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,129,3,-1,0,unknown,no
11466,40,admin,married,secondary,no,1,no,no,unknown,19,jun,84,3,-1,0,unknown,no
11468,47,retired,divorced,secondary,no,0,no,no,unknown,19,jun,141,1,-1,0,unknown,no
11479,41,blue-collar,divorced,secondary,no,1,no,yes,unknown,19,jun,289,1,-1,0,unknown,no
11484,42,admin,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,unknown,no
11489,47,unemployed,married,secondary,no,0,no,no,unknown,19,jun,284,1,-1,0,unknown,no
11492,59,entrepreneur,married,primary,no,0,no,no,unknown,19,jun,239,1,-1,0,unknown,no
11495,39,housemaid,married,tertiary,no,4,yes,yes,unknown,19,jun,185,1,-1,0,unknown,no
11511,52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,jun,163,3,-1,0,unknown,no
11514,37,admin,married,secondary,no,0,no,yes,unknown,19,jun,176,2,-1,0,unknown,no
11526,40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,-1,0,unknown,yes
11528,36,blue-collar,single,secondary,no,0,no,no,unknown,19,jun,238,1,-1,0,unknown,no
11536,39,admin,single,secondary,no,0,no,yes,unknown,19,jun,142,1,-1,0,unknown,no
11555,55,blue-collar,divorced,primary,no,0,no,no,unknown,19,jun,120,1,-1,0,unknown,no
11597,47,entrepreneur,married,secondary,no,0,no,no,unknown,19,jun,563,2,-1,0,unknown,no
11614,29,entrepreneur,married,secondary,no,0,yes,no,unknown,19,jun,211,1,-1,0,unknown,no
11640,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown,no
11645,45,entrepreneur,married,tertiary,no,0,yes,no,unknown,20,jun,50,2,-1,0,unknown,no
11651,53,unemployed,divorced,secondary,no,0,no,no,unknown,20,jun,101,2,-1,0,unknown,no
11686,57,entrepreneur,married,tertiary,no,0,yes,yes,unknown,20,jun,512,2,-1,0,unknown,no
11703,46,blue-collar,married,primary,no,4,no,yes,unknown,20,jun,166,1,-1,0,unknown,no
11704,39,entrepreneur,married,secondary,no,0,no,no,unknown,20,jun,375,1,-1,0,unknown,no
11705,56,entrepreneur,divorced,primary,no,3,no,no,unknown,20,jun,111,1,-1,0,unknown,no
11708,46,technician,married,secondary,no,0,no,no,unknown,20,jun,625,1,-1,0,unknown,no
11709,55,technician,married,secondary,no,0,yes,yes,unknown,20,jun,124,1,-1,0,unknown,no
11719,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,no
11728,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no
11741,42,unemployed,married,secondary,no,0,yes,no,unknown,20,jun,158,1,-1,0,unknown,no
11743,48,entrepreneur,divorced,tertiary,no,0,yes,yes,unknown,20,jun,139,1,-1,0,unknown,no
11745,43,management,married,unknown,no,0,no,no,unknown,20,jun,273,1,-1,0,unknown,no
11749,43,management,single,primary,no,0,no,no,unknown,20,jun,280,1,-1,0,unknown,no
11751,51,blue-collar,married,secondary,yes,0,no,yes,unknown,20,jun,179,3,-1,0,unknown,no
11766,43,blue-collar,divorced,unknown,yes,1,no,no,unknown,20,jun,188,1,-1,0,unknown,no
11768,44,blue-collar,married,primary,yes,0,no,yes,unknown,20,jun,144,1,-1,0,unknown,no
11770,57,technician,married,secondary,no,0,no,no,unknown,20,jun,45,4,-1,0,unknown,no
11777,56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown,yes
11780,50,admin,divorced,secondary,no,0,yes,no,unknown,20,jun,174,1,-1,0,unknown,no
11784,46,blue-collar,divorced,primary,no,0,no,no,unknown,20,jun,62,2,-1,0,unknown,no
11785,41,admin,married,secondary,no,0,no,no,unknown,20,jun,89,1,-1,0,unknown,no
11786,43,entrepreneur,married,secondary,no,0,yes,no,unknown,20,jun,113,1,-1,0,unknown,no
11789,55,retired,married,secondary,no,5,no,no,unknown,20,jun,108,1,-1,0,unknown,no
11795,52,management,married,tertiary,no,0,no,no,unknown,20,jun,166,1,-1,0,unknown,no
11797,36,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,332,3,-1,0,unknown,no
11804,41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown,no
11807,45,blue-collar,married,primary,no,0,no,yes,unknown,20,jun,74,2,-1,0,unknown,no
11812,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,no
11814,38,management,married,tertiary,no,0,yes,no,unknown,20,jun,211,2,-1,0,unknown,no
11815,60,technician,married,secondary,no,0,no,no,unknown,20,jun,105,2,-1,0,unknown,no
11850,57,admin,married,unknown,no,5,no,no,unknown,20,jun,165,2,-1,0,unknown,no
11852,40,blue-collar,married,primary,no,0,no,no,unknown,20,jun,618,4,-1,0,unknown,no
11860,36,management,divorced,tertiary,no,0,no,no,unknown,20,jun,519,2,-1,0,unknown,no
11895,59,retired,divorced,secondary,no,0,no,no,unknown,20,jun,13,5,-1,0,unknown,no
11911,42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,unknown,no
11924,48,management,divorced,tertiary,no,0,no,no,unknown,20,jun,26,3,-1,0,unknown,no
11945,41,technician,married,secondary,no,0,no,no,unknown,20,jun,850,3,-1,0,unknown,no
11977,46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,yes
11983,52,entrepreneur,single,unknown,no,0,no,no,unknown,20,jun,9,2,-1,0,unknown,no
12034,58,services,married,secondary,no,0,no,no,unknown,20,jun,241,3,-1,0,unknown,no
12065,58,management,married,tertiary,no,0,no,no,unknown,20,jun,22,4,-1,0,unknown,no
12068,37,admin,married,secondary,no,0,yes,no,unknown,20,jun,26,6,-1,0,unknown,no
12090,41,technician,married,secondary,no,0,no,no,unknown,20,jun,267,2,-1,0,unknown,no
12094,45,technician,married,secondary,no,0,yes,yes,unknown,20,jun,8,5,-1,0,unknown,no
12124,53,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
12129,42,management,married,tertiary,no,0,yes,no,unknown,20,jun,34,3,-1,0,unknown,no
12143,42,blue-collar,married,primary,no,0,no,no,unknown,20,jun,19,2,-1,0,unknown,no
12153,39,management,married,tertiary,no,0,no,no,unknown,20,jun,10,4,-1,0,unknown,no
12182,50,management,married,tertiary,no,0,no,no,unknown,20,jun,26,4,-1,0,unknown,no
12190,30,admin,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,no
12232,38,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,152,5,-1,0,unknown,no
12234,47,services,married,secondary,no,0,no,yes,unknown,20,jun,51,2,-1,0,unknown,no
12243,41,services,single,secondary,no,0,no,no,unknown,20,jun,204,2,-1,0,unknown,no
12255,58,unemployed,divorced,secondary,no,0,no,no,unknown,23,jun,598,2,-1,0,unknown,no
12264,34,technician,married,secondary,no,1,yes,no,unknown,24,jun,165,5,-1,0,unknown,no
12282,25,entrepreneur,single,tertiary,no,0,no,no,unknown,25,jun,347,1,-1,0,unknown,no
12291,34,technician,married,secondary,no,1,no,yes,unknown,25,jun,53,1,-1,0,unknown,no
12295,34,admin,single,secondary,no,1,no,no,unknown,25,jun,247,1,-1,0,unknown,no
12298,39,services,divorced,secondary,no,0,yes,yes,unknown,25,jun,93,2,-1,0,unknown,no
12304,40,blue-collar,divorced,unknown,no,0,no,yes,unknown,25,jun,91,2,-1,0,unknown,no
12306,29,blue-collar,divorced,secondary,no,0,yes,no,unknown,25,jun,281,3,-1,0,unknown,no
12313,47,blue-collar,divorced,secondary,yes,0,no,yes,unknown,26,jun,622,3,-1,0,unknown,no
12315,40,technician,married,secondary,no,0,no,yes,unknown,26,jun,178,2,-1,0,unknown,no
12316,34,unemployed,married,secondary,no,0,no,yes,unknown,26,jun,465,2,-1,0,unknown,no
12317,50,admin,married,secondary,no,0,yes,yes,unknown,26,jun,626,2,-1,0,unknown,no
12324,52,services,married,secondary,no,-1,no,yes,unknown,26,jun,138,3,-1,0,unknown,no
12343,51,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown,no
12370,53,retired,married,primary,no,0,no,yes,unknown,27,jun,747,1,-1,0,unknown,no
12376,55,retired,married,primary,no,2,no,no,unknown,27,jun,392,4,-1,0,unknown,no
12381,39,technician,married,secondary,no,0,no,yes,unknown,27,jun,103,1,-1,0,unknown,no
12387,28,services,married,secondary,no,4,yes,no,unknown,27,jun,133,5,-1,0,unknown,no
12388,46,entrepreneur,married,secondary,no,4,yes,yes,unknown,27,jun,216,1,-1,0,unknown,no
12398,56,blue-collar,married,primary,no,0,no,no,unknown,27,jun,291,2,-1,0,unknown,no
12429,34,blue-collar,married,secondary,no,0,yes,no,unknown,30,jun,780,3,-1,0,unknown,no
12431,37,self-employed,married,tertiary,no,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,no
12433,44,admin,married,secondary,yes,0,no,yes,unknown,30,jun,76,3,-1,0,unknown,no
12435,55,management,married,tertiary,no,0,no,no,unknown,30,jun,111,2,-1,0,unknown,no
12439,57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no
12456,59,technician,married,secondary,no,0,no,no,unknown,1,jul,249,1,-1,0,unknown,no
12458,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,no
12462,41,blue-collar,married,primary,no,1,no,no,unknown,1,jul,117,1,-1,0,unknown,no
12464,60,retired,married,primary,no,0,no,no,unknown,1,jul,36,1,-1,0,unknown,no
12466,59,technician,married,secondary,no,6,no,yes,unknown,1,jul,292,1,-1,0,unknown,no
12471,32,admin,married,secondary,no,0,yes,yes,unknown,1,jul,122,1,-1,0,unknown,no
12472,35,blue-collar,divorced,primary,no,0,no,no,unknown,1,jul,55,1,-1,0,unknown,no
12491,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown,yes
12504,48,technician,married,secondary,no,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,no
12505,30,services,single,secondary,yes,0,no,yes,unknown,2,jul,95,3,-1,0,unknown,no
12510,41,services,married,secondary,no,0,yes,no,unknown,2,jul,203,1,-1,0,unknown,no
12511,37,services,single,primary,no,0,no,yes,unknown,2,jul,372,1,-1,0,unknown,no
12515,44,technician,married,secondary,no,1,no,yes,unknown,2,jul,108,3,-1,0,unknown,no
12516,34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,unknown,no
12527,54,unemployed,married,tertiary,no,0,no,yes,unknown,3,jul,188,1,-1,0,unknown,no
12529,50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown,no
12530,51,blue-collar,married,secondary,no,0,no,yes,unknown,3,jul,109,1,-1,0,unknown,no
12531,27,admin,divorced,secondary,no,2,no,yes,unknown,3,jul,472,1,-1,0,unknown,no
