,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
8410,28,blue-collar,married,1,no,0,yes,yes,unknown,3,6,210,1,-1,0,unknown,0
8415,54,management,single,2,no,0,yes,no,unknown,3,6,68,1,-1,0,unknown,0
8423,39,unemployed,married,1,no,0,yes,no,unknown,3,6,73,1,-1,0,unknown,0
8451,45,retired,married,0,no,0,no,no,unknown,3,6,290,1,-1,0,unknown,0
8482,37,services,married,1,no,0,yes,no,unknown,3,6,126,1,-1,0,unknown,0
8504,30,services,married,1,no,0,yes,yes,unknown,3,6,185,1,-1,0,unknown,0
8521,47,admin,married,1,no,0,no,no,unknown,3,6,110,2,-1,0,unknown,0
8565,31,entrepreneur,single,2,no,0,no,no,unknown,3,6,31,5,-1,0,unknown,0
8573,40,blue-collar,married,0,no,0,yes,no,unknown,3,6,329,3,-1,0,unknown,0
8582,35,blue-collar,single,1,no,0,yes,no,unknown,3,6,113,3,-1,0,unknown,0
8583,38,blue-collar,married,0,no,0,yes,no,unknown,3,6,179,2,-1,0,unknown,0
8587,49,admin,married,1,no,0,yes,yes,unknown,3,6,50,3,-1,0,unknown,0
8604,33,management,single,2,no,0,no,no,unknown,3,6,30,1,-1,0,unknown,0
8607,43,blue-collar,married,0,no,0,yes,no,unknown,3,6,215,3,-1,0,unknown,0
8629,28,blue-collar,single,0,no,0,yes,yes,unknown,3,6,380,4,-1,0,unknown,0
8645,39,management,married,2,no,0,yes,no,unknown,3,6,164,2,-1,0,unknown,0
8659,36,management,married,2,no,0,yes,yes,unknown,3,6,599,3,-1,0,unknown,0
8681,27,technician,single,1,no,3,no,no,unknown,3,6,68,6,-1,0,unknown,0
8693,41,technician,married,1,no,3,yes,yes,unknown,3,6,197,3,-1,0,unknown,0
8723,46,technician,married,1,no,0,yes,no,unknown,4,6,242,5,-1,0,unknown,0
8742,31,technician,married,2,no,0,yes,no,unknown,4,6,67,2,-1,0,unknown,0
8750,28,blue-collar,single,1,yes,0,yes,no,unknown,4,6,237,1,-1,0,unknown,0
8776,24,blue-collar,single,1,no,0,yes,no,unknown,4,6,204,1,-1,0,unknown,0
8802,29,technician,married,1,no,0,yes,no,unknown,4,6,377,1,-1,0,unknown,0
8805,25,blue-collar,single,1,no,2,no,no,unknown,4,6,264,2,-1,0,unknown,0
8836,27,entrepreneur,single,2,no,0,yes,no,unknown,4,6,103,2,-1,0,unknown,0
8838,40,services,divorced,1,no,0,yes,no,unknown,4,6,97,1,-1,0,unknown,0
8840,28,technician,single,2,no,0,yes,no,unknown,4,6,205,6,-1,0,unknown,0
8847,45,services,married,1,no,0,no,no,unknown,4,6,153,6,-1,0,unknown,0
8865,29,services,married,2,no,0,yes,no,unknown,4,6,113,2,-1,0,unknown,0
8935,39,blue-collar,married,0,no,0,yes,no,unknown,4,6,112,4,-1,0,unknown,0
8938,27,blue-collar,single,0,no,0,yes,no,unknown,4,6,299,2,-1,0,unknown,0
8941,44,services,divorced,1,no,0,yes,no,unknown,4,6,389,5,-1,0,unknown,0
8961,29,self-employed,married,2,yes,0,yes,yes,unknown,5,6,399,3,-1,0,unknown,0
8965,55,unknown,married,2,no,0,no,no,unknown,5,6,38,1,-1,0,unknown,0
8967,59,housemaid,married,0,no,0,no,no,unknown,5,6,307,1,-1,0,unknown,0
8968,41,management,married,2,no,5,no,no,unknown,5,6,178,1,-1,0,unknown,0
8970,56,retired,divorced,0,no,0,no,no,unknown,5,6,27,1,-1,0,unknown,0
8988,47,entrepreneur,divorced,2,no,0,no,no,unknown,5,6,124,1,-1,0,unknown,0
8989,38,admin,divorced,1,no,0,no,no,unknown,5,6,56,1,-1,0,unknown,0
8990,60,blue-collar,married,1,no,0,no,yes,unknown,5,6,124,1,-1,0,unknown,0
9000,51,admin,married,1,no,0,no,no,unknown,5,6,78,1,-1,0,unknown,0
9006,36,management,married,3,no,0,no,no,unknown,5,6,131,1,-1,0,unknown,0
9013,39,services,single,1,no,0,no,no,unknown,5,6,133,1,-1,0,unknown,0
9024,53,management,married,2,yes,0,no,yes,unknown,5,6,189,1,-1,0,unknown,0
9025,59,retired,married,1,no,0,no,no,unknown,5,6,812,1,-1,0,unknown,1
9028,48,services,divorced,1,no,0,no,no,unknown,5,6,428,1,-1,0,unknown,0
9041,45,management,married,1,no,0,no,no,unknown,5,6,65,2,-1,0,unknown,0
9044,47,entrepreneur,married,1,no,0,no,no,unknown,5,6,1446,1,-1,0,unknown,1
9056,36,blue-collar,married,1,no,0,no,no,unknown,5,6,174,1,-1,0,unknown,0
9058,51,unknown,single,3,no,0,no,no,unknown,5,6,409,1,-1,0,unknown,0
9070,37,blue-collar,single,0,no,0,no,no,unknown,5,6,39,1,-1,0,unknown,0
9083,55,retired,married,0,no,0,no,no,unknown,5,6,272,1,-1,0,unknown,0
9086,55,housemaid,single,0,no,0,no,no,unknown,5,6,247,1,-1,0,unknown,0
9094,51,technician,divorced,1,no,1,yes,no,unknown,5,6,290,1,-1,0,unknown,0
9106,47,management,married,2,no,0,no,no,unknown,5,6,265,2,-1,0,unknown,0
9110,42,housemaid,married,0,no,0,no,yes,unknown,5,6,48,2,-1,0,unknown,0
9112,45,services,married,1,no,0,no,yes,unknown,5,6,370,2,-1,0,unknown,0
9116,37,technician,single,1,no,0,no,no,unknown,5,6,80,2,-1,0,unknown,0
9118,39,services,married,1,no,0,no,no,unknown,5,6,251,1,-1,0,unknown,0
9122,47,blue-collar,married,0,yes,0,no,no,unknown,5,6,148,2,-1,0,unknown,0
9125,46,blue-collar,married,1,no,0,yes,no,unknown,5,6,83,2,-1,0,unknown,0
9129,39,admin,single,1,no,0,yes,no,unknown,5,6,22,1,-1,0,unknown,0
9130,61,housemaid,married,3,no,0,no,no,unknown,5,6,118,1,-1,0,unknown,0
9149,48,management,married,0,no,0,yes,no,unknown,5,6,107,1,-1,0,unknown,0
9155,39,services,married,1,no,0,yes,no,unknown,5,6,620,2,-1,0,unknown,0
9158,51,unemployed,married,0,no,0,no,no,unknown,5,6,23,2,-1,0,unknown,0
9163,38,blue-collar,married,1,no,0,no,no,unknown,5,6,71,1,-1,0,unknown,0
9170,37,blue-collar,single,0,no,0,yes,no,unknown,5,6,309,2,-1,0,unknown,0
9171,58,blue-collar,married,1,no,0,no,no,unknown,5,6,267,2,-1,0,unknown,0
9196,52,management,married,0,no,0,no,no,unknown,5,6,85,3,-1,0,unknown,0
9249,56,management,married,0,no,0,no,no,unknown,5,6,153,2,-1,0,unknown,0
9253,55,management,married,3,no,0,no,no,unknown,5,6,353,2,-1,0,unknown,0
9263,38,services,married,1,no,5,no,no,unknown,5,6,115,2,-1,0,unknown,0
9267,41,blue-collar,married,1,no,0,no,no,unknown,5,6,85,2,-1,0,unknown,0
9304,53,blue-collar,married,0,no,0,yes,no,unknown,5,6,285,2,-1,0,unknown,0
9317,38,admin,married,0,no,3,yes,yes,unknown,5,6,124,2,-1,0,unknown,0
9321,56,management,divorced,2,no,0,no,no,unknown,6,6,463,4,-1,0,unknown,0
9323,60,technician,divorced,1,no,0,no,no,unknown,6,6,105,1,-1,0,unknown,0
9338,39,unknown,single,1,no,0,no,no,unknown,6,6,188,1,-1,0,unknown,0
9345,38,blue-collar,married,1,no,0,no,no,unknown,6,6,361,1,-1,0,unknown,0
9354,44,management,divorced,2,no,0,no,no,unknown,6,6,373,1,-1,0,unknown,0
9360,39,blue-collar,married,0,no,0,no,no,unknown,6,6,178,1,-1,0,unknown,0
9365,35,management,single,1,no,0,no,no,unknown,6,6,19,1,-1,0,unknown,0
9373,38,unknown,married,0,no,0,no,no,unknown,6,6,414,2,-1,0,unknown,0
9387,48,blue-collar,divorced,0,no,0,no,no,unknown,6,6,248,2,-1,0,unknown,0
9401,60,technician,married,2,no,0,no,no,unknown,6,6,320,1,-1,0,unknown,0
9412,46,technician,married,2,no,0,no,no,unknown,6,6,159,1,-1,0,unknown,0
9436,60,self-employed,married,1,no,0,no,no,unknown,6,6,97,1,-1,0,unknown,0
9455,53,blue-collar,married,1,no,0,no,no,unknown,6,6,650,1,-1,0,unknown,0
9456,35,unknown,married,3,no,0,no,no,unknown,6,6,159,3,-1,0,unknown,0
9483,48,management,married,2,no,0,yes,no,unknown,6,6,300,5,-1,0,unknown,0
9496,25,admin,single,1,no,0,yes,no,unknown,6,6,172,2,-1,0,unknown,0
9506,46,technician,married,1,no,0,no,no,unknown,6,6,186,2,-1,0,unknown,0
9507,35,services,single,1,no,-2,no,no,unknown,6,6,15,1,-1,0,unknown,0
9524,37,blue-collar,married,1,no,1,no,no,unknown,6,6,44,2,-1,0,unknown,0
9534,45,blue-collar,divorced,1,no,0,no,no,unknown,6,6,422,5,-1,0,unknown,0
9541,38,self-employed,divorced,1,no,0,no,no,unknown,6,6,261,2,-1,0,unknown,0
9549,49,blue-collar,married,0,no,0,yes,no,unknown,6,6,286,2,-1,0,unknown,0
9589,55,entrepreneur,divorced,2,no,0,no,no,unknown,6,6,108,2,-1,0,unknown,0
9600,40,housemaid,divorced,0,no,1,no,no,unknown,6,6,113,3,-1,0,unknown,0
9605,47,unknown,married,3,no,0,no,no,unknown,6,6,466,2,-1,0,unknown,0
9619,37,self-employed,married,2,no,0,no,no,unknown,6,6,143,1,-1,0,unknown,0
9620,36,blue-collar,married,0,no,0,no,no,unknown,6,6,149,1,-1,0,unknown,0
9629,52,housemaid,single,2,no,0,no,no,unknown,6,6,431,2,-1,0,unknown,0
9637,60,technician,married,1,no,0,yes,no,unknown,6,6,280,3,-1,0,unknown,0
9640,57,unknown,married,1,no,2,no,no,unknown,6,6,112,4,-1,0,unknown,0
9644,49,management,single,2,no,1,yes,no,unknown,6,6,59,3,-1,0,unknown,0
9661,36,blue-collar,married,0,no,0,yes,no,unknown,6,6,246,4,-1,0,unknown,0
9675,52,housemaid,married,0,no,0,no,no,unknown,6,6,235,3,-1,0,unknown,0
9684,42,management,divorced,2,no,0,no,no,unknown,6,6,61,1,-1,0,unknown,0
9688,59,blue-collar,married,1,no,0,no,no,unknown,6,6,135,1,-1,0,unknown,0
9696,39,entrepreneur,married,1,yes,0,no,no,unknown,6,6,119,4,-1,0,unknown,0
9709,38,technician,single,1,no,0,yes,no,unknown,6,6,64,1,-1,0,unknown,0
9716,54,admin,divorced,0,no,0,no,no,unknown,6,6,127,1,-1,0,unknown,0
9741,59,housemaid,married,0,no,0,no,no,unknown,9,6,332,1,-1,0,unknown,0
9744,42,management,married,0,no,0,no,no,unknown,9,6,108,1,-1,0,unknown,0
9755,58,management,divorced,2,no,5,yes,no,unknown,9,6,412,1,-1,0,unknown,0
9767,37,admin,married,1,yes,0,no,no,unknown,9,6,89,1,-1,0,unknown,0
9787,53,retired,single,0,no,0,no,no,unknown,9,6,114,1,-1,0,unknown,0
9798,57,housemaid,married,0,no,0,no,no,unknown,9,6,257,2,-1,0,unknown,0
9801,38,blue-collar,married,1,no,0,yes,no,unknown,9,6,254,1,-1,0,unknown,0
9804,57,unemployed,married,0,no,0,no,no,unknown,9,6,540,1,-1,0,unknown,0
9830,39,blue-collar,married,0,no,0,no,no,unknown,9,6,173,1,-1,0,unknown,0
9839,54,entrepreneur,married,1,no,0,no,no,unknown,9,6,96,1,-1,0,unknown,0
9863,42,technician,married,1,no,0,no,no,unknown,9,6,81,1,-1,0,unknown,0
9866,49,management,married,1,no,0,no,no,unknown,9,6,156,2,-1,0,unknown,0
9896,57,housemaid,divorced,0,no,0,no,no,unknown,9,6,97,1,-1,0,unknown,0
9897,45,housemaid,married,2,no,0,no,no,unknown,9,6,100,1,-1,0,unknown,0
9905,51,blue-collar,married,0,no,0,no,no,unknown,9,6,166,2,-1,0,unknown,0
9911,57,blue-collar,married,0,no,0,no,no,unknown,9,6,73,2,-1,0,unknown,0
9915,40,technician,divorced,1,no,-1,no,no,unknown,9,6,24,1,-1,0,unknown,0
9945,48,technician,married,1,no,5,no,no,unknown,9,6,65,6,-1,0,unknown,0
9951,41,admin,married,1,no,0,yes,no,unknown,9,6,65,3,-1,0,unknown,0
9955,52,blue-collar,married,0,no,2,no,no,unknown,9,6,70,3,-1,0,unknown,0
9962,51,management,married,1,no,0,no,no,unknown,9,6,224,3,-1,0,unknown,0
9966,35,blue-collar,married,1,no,4,no,no,unknown,9,6,130,2,-1,0,unknown,0
9968,50,blue-collar,married,0,no,0,no,no,unknown,9,6,199,4,-1,0,unknown,0
9977,40,unemployed,single,1,no,6,no,no,unknown,9,6,134,3,-1,0,unknown,0
9983,41,technician,single,1,no,0,no,no,unknown,9,6,229,2,-1,0,unknown,0
10009,39,blue-collar,single,0,no,2,yes,no,unknown,9,6,259,2,-1,0,unknown,0
10036,35,services,married,1,no,0,no,no,unknown,9,6,115,4,-1,0,unknown,0
10040,59,admin,married,3,no,0,no,no,unknown,11,6,242,2,-1,0,unknown,0
10076,43,housemaid,divorced,0,no,0,no,no,unknown,11,6,643,1,-1,0,unknown,0
10082,50,management,married,2,no,0,no,no,unknown,11,6,916,1,-1,0,unknown,0
10089,44,blue-collar,married,0,no,0,no,no,unknown,11,6,112,2,-1,0,unknown,0
10113,42,self-employed,divorced,2,no,0,no,no,unknown,11,6,694,2,-1,0,unknown,0
10114,38,self-employed,single,1,yes,0,no,no,unknown,11,6,68,3,-1,0,unknown,0
10121,58,management,married,3,no,0,no,no,unknown,11,6,145,1,-1,0,unknown,0
10129,42,technician,married,3,no,0,no,no,unknown,11,6,241,1,-1,0,unknown,0
10137,40,technician,married,1,no,0,no,no,unknown,11,6,420,1,-1,0,unknown,0
10144,39,services,divorced,1,no,2,yes,yes,unknown,11,6,62,1,-1,0,unknown,0
10148,40,admin,divorced,1,no,6,no,no,unknown,11,6,140,1,-1,0,unknown,0
10162,40,unemployed,divorced,1,no,0,no,no,unknown,11,6,473,1,-1,0,unknown,0
10165,36,management,single,2,no,0,no,no,unknown,11,6,33,1,-1,0,unknown,0
10168,58,unknown,married,3,no,0,no,no,unknown,11,6,464,2,-1,0,unknown,0
10176,50,blue-collar,married,3,no,0,no,no,unknown,11,6,249,1,-1,0,unknown,0
10181,45,technician,divorced,1,no,0,yes,yes,unknown,11,6,127,1,-1,0,unknown,0
10184,56,blue-collar,married,1,no,0,no,no,unknown,11,6,142,2,-1,0,unknown,0
10208,55,housemaid,married,0,no,0,no,no,unknown,11,6,306,3,-1,0,unknown,0
10212,56,retired,married,0,no,0,no,no,unknown,11,6,188,2,-1,0,unknown,0
10230,56,housemaid,single,0,no,1,no,no,unknown,11,6,83,2,-1,0,unknown,0
10234,39,self-employed,married,2,no,0,no,no,unknown,11,6,904,4,-1,0,unknown,0
10247,36,admin,divorced,1,no,0,no,no,unknown,11,6,203,3,-1,0,unknown,0
10258,36,admin,married,1,no,0,no,no,unknown,11,6,378,4,-1,0,unknown,0
10264,47,management,single,2,no,0,no,no,unknown,11,6,58,3,-1,0,unknown,0
10270,47,management,married,3,no,0,no,no,unknown,12,6,77,3,-1,0,unknown,0
10285,55,blue-collar,married,1,no,0,no,no,unknown,12,6,614,2,-1,0,unknown,1
10287,38,technician,married,2,no,0,no,no,unknown,12,6,112,2,-1,0,unknown,0
10293,37,services,married,0,no,0,yes,yes,unknown,12,6,137,1,-1,0,unknown,0
10297,38,blue-collar,divorced,0,no,0,no,no,unknown,12,6,49,2,-1,0,unknown,0
10300,46,management,married,1,no,0,no,no,unknown,12,6,155,1,-1,0,unknown,0
10312,35,blue-collar,divorced,0,no,0,no,no,unknown,12,6,200,1,-1,0,unknown,0
10313,36,unemployed,married,0,no,0,no,no,unknown,12,6,107,1,-1,0,unknown,0
10322,43,services,married,1,no,0,no,no,unknown,12,6,105,1,-1,0,unknown,0
10362,38,blue-collar,divorced,0,no,0,no,no,unknown,12,6,133,1,-1,0,unknown,0
10371,43,blue-collar,married,0,no,0,no,no,unknown,12,6,30,1,-1,0,unknown,0
10373,58,management,married,0,no,0,no,no,unknown,12,6,77,6,-1,0,unknown,0
10379,44,management,married,2,no,0,no,no,unknown,12,6,72,1,-1,0,unknown,0
10393,45,management,married,0,no,0,no,yes,unknown,12,6,54,1,-1,0,unknown,0
10411,53,unemployed,married,1,no,0,yes,no,unknown,12,6,313,1,-1,0,unknown,0
10414,35,admin,married,1,no,0,no,no,unknown,12,6,88,2,-1,0,unknown,0
10440,40,services,married,1,no,0,no,no,unknown,12,6,543,2,-1,0,unknown,0
10464,33,blue-collar,divorced,1,no,1,no,no,unknown,16,6,66,5,-1,0,unknown,0
10467,31,blue-collar,married,0,no,0,no,no,unknown,16,6,10,5,-1,0,unknown,0
10474,37,blue-collar,married,0,no,1,yes,no,unknown,16,6,103,2,-1,0,unknown,0
10526,58,retired,married,0,no,0,yes,no,unknown,16,6,204,4,-1,0,unknown,0
10534,50,management,married,0,no,0,no,no,unknown,16,6,264,4,-1,0,unknown,0
10536,48,technician,single,2,no,0,no,no,unknown,16,6,73,4,-1,0,unknown,0
10562,54,blue-collar,married,0,no,0,no,no,unknown,16,6,101,6,-1,0,unknown,0
10573,55,blue-collar,married,1,no,0,no,no,unknown,16,6,73,3,-1,0,unknown,0
10590,39,blue-collar,married,1,no,0,no,no,unknown,16,6,289,1,-1,0,unknown,0
10605,57,management,divorced,3,no,0,no,no,unknown,16,6,235,2,-1,0,unknown,0
10619,59,retired,married,0,no,0,no,no,unknown,16,6,39,1,-1,0,unknown,0
10632,55,technician,married,3,no,0,no,no,unknown,16,6,153,1,-1,0,unknown,0
10638,39,self-employed,single,2,no,0,no,no,unknown,16,6,13,1,-1,0,unknown,0
10643,58,entrepreneur,married,1,no,2,no,no,unknown,16,6,684,1,-1,0,unknown,0
10645,50,blue-collar,married,3,no,0,no,no,unknown,16,6,599,3,-1,0,unknown,0
10657,43,management,married,2,no,0,no,no,unknown,16,6,46,1,-1,0,unknown,0
10659,50,housemaid,married,0,no,4,no,no,unknown,16,6,51,1,-1,0,unknown,0
10663,44,technician,married,1,no,0,no,no,unknown,16,6,78,1,-1,0,unknown,0
10693,55,management,married,2,no,0,no,no,unknown,16,6,607,2,-1,0,unknown,0
10707,35,services,married,3,no,2,no,no,unknown,16,6,221,1,-1,0,unknown,0
10712,41,management,divorced,1,no,0,no,no,unknown,16,6,126,3,-1,0,unknown,0
10721,37,management,married,2,no,0,no,no,unknown,16,6,637,6,-1,0,unknown,1
10728,33,self-employed,married,2,no,6,no,no,unknown,16,6,141,6,-1,0,unknown,0
10732,41,entrepreneur,married,0,no,0,no,no,unknown,16,6,630,2,-1,0,unknown,0
10744,57,management,divorced,3,no,0,no,no,unknown,16,6,335,3,-1,0,unknown,0
10747,36,technician,single,2,no,0,no,no,unknown,17,6,153,4,-1,0,unknown,0
10754,36,management,married,2,no,0,no,no,unknown,17,6,222,3,-1,0,unknown,0
10772,50,management,married,2,no,0,no,no,unknown,17,6,117,3,-1,0,unknown,0
10775,48,blue-collar,married,0,no,0,no,no,unknown,17,6,104,2,-1,0,unknown,0
10781,59,retired,married,0,no,0,no,no,unknown,17,6,192,1,-1,0,unknown,0
10783,50,retired,married,1,no,0,yes,yes,unknown,17,6,328,3,-1,0,unknown,0
10792,60,management,married,0,no,0,no,no,unknown,17,6,442,1,-1,0,unknown,0
10819,37,services,single,1,no,3,no,no,unknown,17,6,527,1,-1,0,unknown,0
10831,59,housemaid,divorced,1,no,0,no,no,unknown,17,6,98,1,-1,0,unknown,0
10846,55,blue-collar,married,0,no,0,no,no,unknown,17,6,285,1,-1,0,unknown,0
10860,56,retired,divorced,1,no,4,no,no,unknown,17,6,135,1,-1,0,unknown,0
10865,56,blue-collar,married,0,no,0,no,no,unknown,17,6,82,2,-1,0,unknown,0
10871,40,technician,divorced,2,no,0,no,no,unknown,17,6,522,1,-1,0,unknown,1
10878,40,admin,married,0,no,0,yes,no,unknown,17,6,77,1,-1,0,unknown,0
10886,58,retired,divorced,1,no,0,no,no,unknown,17,6,436,5,-1,0,unknown,0
10889,46,unknown,single,1,no,0,no,no,unknown,17,6,156,4,-1,0,unknown,0
10904,45,housemaid,married,0,no,3,yes,yes,unknown,17,6,128,1,-1,0,unknown,0
10920,45,housemaid,married,0,yes,0,no,yes,unknown,17,6,161,1,-1,0,unknown,0
10921,46,services,married,1,no,0,no,no,unknown,17,6,77,5,-1,0,unknown,0
10949,59,management,divorced,2,no,0,no,no,unknown,17,6,437,2,-1,0,unknown,0
10951,59,retired,married,1,no,3,no,no,unknown,17,6,1199,2,-1,0,unknown,0
11001,55,admin,divorced,1,no,0,no,no,unknown,17,6,76,2,-1,0,unknown,0
11021,57,housemaid,married,0,no,0,no,no,unknown,17,6,187,2,-1,0,unknown,0
11035,59,entrepreneur,divorced,3,no,0,no,no,unknown,17,6,956,2,-1,0,unknown,0
11055,36,blue-collar,married,1,yes,0,no,yes,unknown,17,6,138,5,-1,0,unknown,0
11082,44,blue-collar,married,0,no,0,no,no,unknown,18,6,192,5,-1,0,unknown,0
11089,46,blue-collar,married,0,no,-1,no,no,unknown,18,6,35,3,-1,0,unknown,0
11110,42,services,married,1,no,0,no,no,unknown,18,6,118,6,-1,0,unknown,0
11116,60,retired,married,0,no,0,no,no,unknown,18,6,104,1,-1,0,unknown,0
11135,42,admin,divorced,1,no,0,yes,yes,unknown,18,6,185,4,-1,0,unknown,0
11145,48,management,single,2,no,0,no,no,unknown,18,6,96,3,-1,0,unknown,0
11147,24,blue-collar,married,1,no,0,yes,no,unknown,18,6,154,4,-1,0,unknown,0
11159,50,housemaid,married,1,no,0,no,no,unknown,18,6,551,1,-1,0,unknown,0
11164,58,housemaid,married,0,no,0,no,no,unknown,18,6,37,1,-1,0,unknown,0
11174,37,student,married,3,no,0,no,no,unknown,18,6,115,1,-1,0,unknown,0
11175,45,unknown,single,1,no,0,no,no,unknown,18,6,1487,1,-1,0,unknown,0
11182,37,technician,married,1,yes,0,no,no,unknown,18,6,236,1,-1,0,unknown,0
11185,48,management,married,2,yes,0,no,yes,unknown,18,6,103,1,-1,0,unknown,0
11186,37,management,divorced,1,no,0,yes,no,unknown,18,6,187,1,-1,0,unknown,0
11195,60,housemaid,married,0,no,0,no,no,unknown,18,6,138,1,-1,0,unknown,0
11196,59,retired,married,0,no,0,no,no,unknown,18,6,1009,1,-1,0,unknown,0
11204,60,retired,married,0,no,3,no,no,unknown,18,6,227,1,-1,0,unknown,0
11210,48,blue-collar,single,0,no,0,no,no,unknown,18,6,71,1,-1,0,unknown,0
11215,58,housemaid,divorced,0,no,0,no,no,unknown,18,6,290,2,-1,0,unknown,0
11231,48,self-employed,single,3,no,0,no,no,unknown,18,6,453,1,-1,0,unknown,0
11237,55,management,married,1,no,0,no,no,unknown,18,6,324,2,-1,0,unknown,0
11244,47,unemployed,married,0,no,0,no,no,unknown,18,6,308,1,-1,0,unknown,0
11252,33,technician,married,1,no,4,yes,yes,unknown,18,6,625,2,-1,0,unknown,1
11288,42,blue-collar,married,0,no,3,no,no,unknown,18,6,45,3,-1,0,unknown,0
11305,37,services,divorced,0,no,0,yes,no,unknown,18,6,77,2,-1,0,unknown,0
11306,60,entrepreneur,married,0,no,0,no,no,unknown,18,6,201,1,-1,0,unknown,0
11319,44,management,divorced,2,no,0,no,no,unknown,18,6,491,3,-1,0,unknown,0
11345,39,blue-collar,single,0,no,0,no,no,unknown,18,6,375,2,-1,0,unknown,0
11346,52,admin,married,1,no,0,no,no,unknown,18,6,161,1,-1,0,unknown,0
11349,59,blue-collar,married,1,no,0,no,no,unknown,18,6,368,1,-1,0,unknown,0
11371,57,unemployed,married,1,no,0,no,no,unknown,19,6,97,1,-1,0,unknown,0
11375,52,unemployed,divorced,2,no,0,no,no,unknown,19,6,297,1,-1,0,unknown,0
11380,50,entrepreneur,single,2,no,0,yes,no,unknown,19,6,638,1,-1,0,unknown,0
11385,41,admin,married,1,no,2,yes,no,unknown,19,6,64,1,-1,0,unknown,0
11391,58,blue-collar,married,0,no,0,yes,no,unknown,19,6,573,1,-1,0,unknown,0
11398,41,management,divorced,2,no,1,yes,no,unknown,19,6,244,1,-1,0,unknown,0
11404,58,entrepreneur,married,1,no,3,no,no,unknown,19,6,188,5,-1,0,unknown,0
11406,40,self-employed,married,1,no,0,no,no,unknown,19,6,61,1,-1,0,unknown,0
11410,43,self-employed,single,2,no,0,no,no,unknown,19,6,147,1,-1,0,unknown,0
11418,54,services,married,1,no,0,no,no,unknown,19,6,220,1,-1,0,unknown,0
11446,37,blue-collar,married,0,no,0,yes,no,unknown,19,6,129,3,-1,0,unknown,0
11466,40,admin,married,1,no,1,no,no,unknown,19,6,84,3,-1,0,unknown,0
11468,47,retired,divorced,1,no,0,no,no,unknown,19,6,141,1,-1,0,unknown,0
11479,41,blue-collar,divorced,1,no,1,no,yes,unknown,19,6,289,1,-1,0,unknown,0
11484,42,admin,married,1,no,0,no,no,unknown,19,6,370,1,-1,0,unknown,0
11489,47,unemployed,married,1,no,0,no,no,unknown,19,6,284,1,-1,0,unknown,0
11492,59,entrepreneur,married,0,no,0,no,no,unknown,19,6,239,1,-1,0,unknown,0
11495,39,housemaid,married,2,no,4,yes,yes,unknown,19,6,185,1,-1,0,unknown,0
11511,52,entrepreneur,married,2,no,0,no,no,unknown,19,6,163,3,-1,0,unknown,0
11514,37,admin,married,1,no,0,no,yes,unknown,19,6,176,2,-1,0,unknown,0
11526,40,entrepreneur,married,2,yes,0,no,no,unknown,19,6,952,4,-1,0,unknown,1
11528,36,blue-collar,single,1,no,0,no,no,unknown,19,6,238,1,-1,0,unknown,0
11536,39,admin,single,1,no,0,no,yes,unknown,19,6,142,1,-1,0,unknown,0
11555,55,blue-collar,divorced,0,no,0,no,no,unknown,19,6,120,1,-1,0,unknown,0
11597,47,entrepreneur,married,1,no,0,no,no,unknown,19,6,563,2,-1,0,unknown,0
11614,29,entrepreneur,married,1,no,0,yes,no,unknown,19,6,211,1,-1,0,unknown,0
11640,50,housemaid,married,0,no,0,no,no,unknown,20,6,179,2,-1,0,unknown,0
11645,45,entrepreneur,married,2,no,0,yes,no,unknown,20,6,50,2,-1,0,unknown,0
11651,53,unemployed,divorced,1,no,0,no,no,unknown,20,6,101,2,-1,0,unknown,0
11686,57,entrepreneur,married,2,no,0,yes,yes,unknown,20,6,512,2,-1,0,unknown,0
11703,46,blue-collar,married,0,no,4,no,yes,unknown,20,6,166,1,-1,0,unknown,0
11704,39,entrepreneur,married,1,no,0,no,no,unknown,20,6,375,1,-1,0,unknown,0
11705,56,entrepreneur,divorced,0,no,3,no,no,unknown,20,6,111,1,-1,0,unknown,0
11708,46,technician,married,1,no,0,no,no,unknown,20,6,625,1,-1,0,unknown,0
11709,55,technician,married,1,no,0,yes,yes,unknown,20,6,124,1,-1,0,unknown,0
11719,38,technician,married,1,no,0,yes,no,unknown,20,6,111,1,-1,0,unknown,0
11728,55,housemaid,divorced,0,no,0,no,no,unknown,20,6,398,2,-1,0,unknown,0
11741,42,unemployed,married,1,no,0,yes,no,unknown,20,6,158,1,-1,0,unknown,0
11743,48,entrepreneur,divorced,2,no,0,yes,yes,unknown,20,6,139,1,-1,0,unknown,0
11745,43,management,married,3,no,0,no,no,unknown,20,6,273,1,-1,0,unknown,0
11749,43,management,single,0,no,0,no,no,unknown,20,6,280,1,-1,0,unknown,0
11751,51,blue-collar,married,1,yes,0,no,yes,unknown,20,6,179,3,-1,0,unknown,0
11766,43,blue-collar,divorced,3,yes,1,no,no,unknown,20,6,188,1,-1,0,unknown,0
11768,44,blue-collar,married,0,yes,0,no,yes,unknown,20,6,144,1,-1,0,unknown,0
11770,57,technician,married,1,no,0,no,no,unknown,20,6,45,4,-1,0,unknown,0
11777,56,management,married,2,no,0,no,yes,unknown,20,6,422,1,-1,0,unknown,1
11780,50,admin,divorced,1,no,0,yes,no,unknown,20,6,174,1,-1,0,unknown,0
