,age,education,balance,day,month,campaign,pdays,previous,y,job_admin,PCA1,PCA2,PCA3
21225,0.2692307692307693,1.0,0.25,18.0,8.0,4.0,-1.0,0.0,1.0,0.0,,,
21234,0.7884615384615384,1.0,0.25,18.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21236,0.576923076923077,1.0,0.75,18.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21258,0.5384615384615385,1.0,0.875,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21263,0.5384615384615385,1.0,0.25,18.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21286,0.576923076923077,1.0,0.25,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21290,0.326923076923077,2.0,0.25,18.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21294,0.34615384615384615,2.0,1.0,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21296,0.7115384615384616,2.0,0.25,18.0,8.0,4.0,-1.0,0.0,1.0,0.0,,,
21321,0.3076923076923077,2.0,0.25,18.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21324,0.25,1.0,0.25,18.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21330,0.8076923076923078,2.0,0.625,18.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21334,0.8076923076923078,2.0,0.25,18.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21340,0.6923076923076924,0.0,0.25,18.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21344,0.8076923076923078,0.0,0.25,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21372,0.2692307692307693,1.0,0.25,18.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21374,0.326923076923077,0.0,0.25,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21393,0.7115384615384616,0.0,0.25,18.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21395,0.5192307692307693,1.0,0.25,18.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21426,0.23076923076923084,2.0,0.25,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21428,0.326923076923077,2.0,0.25,18.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
21434,0.6538461538461539,1.0,0.25,18.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21455,0.48076923076923084,2.0,0.25,18.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
21463,0.730769230769231,3.0,0.25,18.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21478,0.5961538461538463,2.0,0.25,19.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21484,0.25,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21489,0.5576923076923077,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21493,0.8076923076923078,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21497,0.7884615384615384,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21508,0.6923076923076924,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21509,0.5000000000000001,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21511,0.5576923076923077,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21514,0.4423076923076924,1.0,0.375,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21516,0.576923076923077,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21517,0.576923076923077,3.0,0.625,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21522,0.5576923076923077,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21525,0.8076923076923078,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21536,0.5961538461538463,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21538,0.2692307692307693,2.0,0.25,19.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21542,0.5961538461538463,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21549,0.8076923076923078,1.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21562,0.5961538461538463,1.0,0.875,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21573,0.576923076923077,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21581,0.23076923076923084,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21582,0.46153846153846156,2.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21587,0.3076923076923077,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21594,0.2692307692307693,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21597,0.7115384615384616,0.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,1.0,,,
21604,0.7692307692307693,0.0,0.25,19.0,8.0,6.0,-1.0,0.0,0.0,1.0,,,
21608,0.4423076923076924,1.0,0.125,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21609,0.40384615384615385,0.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21614,0.7500000000000001,2.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21622,0.34615384615384615,1.0,0.25,19.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21629,0.23076923076923084,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21630,0.576923076923077,1.0,0.625,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21632,0.25,2.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21648,0.25,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21652,0.6538461538461539,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21654,0.6153846153846154,0.0,0.125,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21660,0.42307692307692313,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21662,0.48076923076923084,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21668,0.25,1.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21670,0.23076923076923084,1.0,0.875,19.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
21672,0.5192307692307693,0.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21676,0.7692307692307693,1.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21688,0.40384615384615385,1.0,0.375,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21689,0.7884615384615384,0.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21696,0.730769230769231,2.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21698,0.28846153846153855,2.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21700,0.5384615384615385,2.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21703,0.5384615384615385,1.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21709,0.730769230769231,1.0,0.875,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21710,0.5961538461538463,3.0,0.875,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21712,0.730769230769231,3.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21717,0.46153846153846156,1.0,0.625,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21718,0.2692307692307693,2.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21719,0.2692307692307693,1.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21731,0.42307692307692313,2.0,0.25,19.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21741,0.48076923076923084,1.0,0.25,19.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21744,0.28846153846153855,1.0,0.25,19.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21753,0.6730769230769232,3.0,0.25,19.0,8.0,3.0,-1.0,0.0,0.0,1.0,,,
21754,0.48076923076923084,1.0,0.25,19.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21768,0.3846153846153847,2.0,0.25,19.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21790,0.2692307692307693,1.0,0.25,19.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21792,0.7692307692307693,3.0,0.25,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
21793,0.2692307692307693,2.0,0.375,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
21802,0.25,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21826,0.2692307692307693,1.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21827,0.5000000000000001,1.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21828,0.5384615384615385,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21836,0.3076923076923077,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21847,0.23076923076923084,2.0,0.375,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21849,0.7500000000000001,0.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21853,0.3076923076923077,1.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21855,0.3653846153846154,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21857,0.46153846153846156,2.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21862,0.3846153846153847,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21882,0.2692307692307693,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21885,0.576923076923077,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,1.0,,,
21888,0.3076923076923077,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21895,0.28846153846153855,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21900,0.5576923076923077,0.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21908,0.40384615384615385,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21910,0.3076923076923077,0.0,0.75,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21913,0.5000000000000001,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21917,0.5192307692307693,2.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21919,0.34615384615384615,1.0,0.625,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21929,0.5576923076923077,1.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
21930,0.48076923076923084,2.0,0.5,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21934,0.2692307692307693,2.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
21974,0.25,1.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21975,0.5961538461538463,1.0,0.625,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21986,0.326923076923077,1.0,0.25,20.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
21987,0.34615384615384615,2.0,0.25,20.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
21995,0.40384615384615385,1.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22007,0.28846153846153855,2.0,0.25,20.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22011,0.2692307692307693,1.0,0.25,20.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22013,0.7500000000000001,0.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22016,0.5000000000000001,0.0,0.25,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22019,0.5000000000000001,2.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22030,0.6923076923076924,2.0,0.25,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22033,0.4423076923076924,1.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22060,0.3653846153846154,2.0,0.25,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22062,0.28846153846153855,2.0,0.25,20.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22064,0.5384615384615385,2.0,0.25,20.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22078,0.3076923076923077,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22079,0.3076923076923077,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22082,0.3846153846153847,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22092,0.46153846153846156,1.0,0.875,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22093,0.25,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22095,0.28846153846153855,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22098,0.34615384615384615,0.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22099,0.6730769230769232,3.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22102,0.23076923076923084,2.0,0.25,21.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22105,0.5192307692307693,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22106,0.40384615384615385,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22108,0.5000000000000001,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22117,0.46153846153846156,2.0,0.25,21.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22122,0.6346153846153847,0.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22125,0.2692307692307693,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22130,0.2692307692307693,2.0,0.75,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22131,0.34615384615384615,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22139,0.5576923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22142,0.2692307692307693,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22143,0.25,2.0,0.125,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22148,0.3076923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22154,0.46153846153846156,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22156,0.34615384615384615,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22157,0.25,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22160,0.3076923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22164,0.3076923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22177,0.3076923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22179,0.23076923076923084,1.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22204,0.576923076923077,1.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22208,0.6153846153846154,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22210,0.2692307692307693,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22211,0.8076923076923078,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22214,0.2692307692307693,1.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22217,0.6538461538461539,1.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22219,0.6153846153846154,3.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22220,0.7692307692307693,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22233,0.3076923076923077,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22237,0.5192307692307693,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22242,0.3076923076923077,2.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22249,0.48076923076923084,2.0,0.25,21.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22253,0.6730769230769232,2.0,0.375,21.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22262,0.7500000000000001,2.0,0.25,21.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22263,0.7500000000000001,0.0,0.25,21.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22281,0.7884615384615384,0.0,0.25,21.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22282,0.23076923076923084,2.0,0.25,21.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22284,0.25,1.0,0.75,21.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22286,0.2692307692307693,1.0,0.25,21.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22290,0.28846153846153855,2.0,0.25,21.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22294,0.34615384615384615,1.0,0.25,21.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22301,0.5576923076923077,0.0,0.25,21.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22302,0.6730769230769232,0.0,0.25,21.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22303,0.326923076923077,1.0,0.25,21.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22312,0.6538461538461539,1.0,0.25,22.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22313,0.28846153846153855,1.0,1.0,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22314,0.7115384615384616,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22315,0.6538461538461539,0.0,1.0,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22318,0.2692307692307693,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22334,0.25,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22336,0.5192307692307693,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22341,0.48076923076923084,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22343,0.23076923076923084,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22357,0.34615384615384615,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22359,0.7692307692307693,2.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22362,0.5384615384615385,0.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22374,0.3846153846153847,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22376,0.5000000000000001,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22384,0.6730769230769232,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22385,0.6153846153846154,0.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22390,0.5961538461538463,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22392,0.25,1.0,0.375,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22400,0.3846153846153847,2.0,0.25,22.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22401,0.7884615384615384,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22402,0.5961538461538463,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,1.0,,,
22407,0.23076923076923084,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22411,0.34615384615384615,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22418,0.23076923076923084,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22423,0.42307692307692313,1.0,0.25,22.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22426,0.6346153846153847,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22427,0.7692307692307693,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22438,0.7500000000000001,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22445,0.2692307692307693,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22446,0.25,1.0,0.875,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22452,0.5384615384615385,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,1.0,0.0,,,
22454,0.2692307692307693,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22460,0.6730769230769232,0.0,1.0,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22468,0.6538461538461539,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22476,0.6153846153846154,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22484,0.48076923076923084,2.0,0.375,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22489,0.25,1.0,0.5,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22503,0.34615384615384615,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22506,0.6153846153846154,1.0,0.25,22.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22519,0.4423076923076924,1.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22522,0.23076923076923084,1.0,0.625,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22523,0.2692307692307693,2.0,0.75,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22527,0.40384615384615385,2.0,0.25,22.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22532,0.3076923076923077,1.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22536,0.42307692307692313,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22537,0.2692307692307693,2.0,0.25,22.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22542,0.7500000000000001,1.0,0.25,22.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22546,0.2692307692307693,2.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22556,0.7884615384615384,0.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22560,0.7884615384615384,0.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22568,0.5192307692307693,2.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22569,0.25,2.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22571,0.23076923076923084,1.0,0.25,22.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22577,0.23076923076923084,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22605,0.8076923076923078,0.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22608,0.5576923076923077,0.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22613,0.6730769230769232,3.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22616,0.42307692307692313,1.0,0.5,22.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22619,0.23076923076923084,2.0,0.25,22.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22625,0.7500000000000001,3.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22631,0.28846153846153855,2.0,0.25,22.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22632,0.28846153846153855,1.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22641,0.3076923076923077,2.0,0.25,22.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
22648,0.8076923076923078,1.0,0.25,25.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22656,0.7692307692307693,2.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22657,0.25,2.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22660,0.6730769230769232,3.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22663,0.576923076923077,2.0,0.25,25.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22665,0.6153846153846154,2.0,0.25,25.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22686,0.3653846153846154,2.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22706,0.46153846153846156,2.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22712,0.28846153846153855,2.0,0.0,25.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22714,0.8076923076923078,2.0,0.25,25.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22720,0.40384615384615385,2.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22726,0.48076923076923084,0.0,0.25,25.0,8.0,3.0,-1.0,0.0,0.0,0.0,,,
22729,0.7692307692307693,0.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22751,0.28846153846153855,1.0,0.25,25.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22756,0.28846153846153855,1.0,0.25,25.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22760,0.34615384615384615,1.0,0.25,25.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
22767,0.3076923076923077,1.0,0.5,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22769,0.326923076923077,1.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22790,0.7884615384615384,3.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22799,0.3653846153846154,2.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22811,0.28846153846153855,2.0,1.0,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22812,0.326923076923077,2.0,0.25,25.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22819,0.25,2.0,0.25,25.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22841,0.326923076923077,2.0,0.25,25.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22880,0.3846153846153847,1.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22903,0.7884615384615384,0.0,0.25,25.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
22908,0.25,1.0,0.25,25.0,8.0,6.0,-1.0,0.0,0.0,0.0,,,
22933,0.28846153846153855,1.0,0.25,26.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22945,0.7692307692307693,0.0,0.375,26.0,8.0,4.0,-1.0,0.0,0.0,0.0,,,
22951,0.576923076923077,2.0,0.25,26.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
